session,variant,bits,protocol,rows,threads,samples,baseline_ms,current_ms,baseline_p10_ms,baseline_p90_ms,current_p10_ms,current_p90_ms,saved_percent,proof_digest
1,generic,128,skip-2,524288,10,21,55.358833,77.404584,54.767542,55.809042,77.219708,77.553458,-39.823366579999984,c2fccfe62ddc4962b4188d4785efe9f714c4e1caa4c202909a828d6b0dd4a587
1,generic,128,skip-3,4096,10,21,1.077417,0.90725,1.03425,1.159792,0.832125,0.916875,15.793977633543932,fcb33d8653758582522b22eb2a08534aedf9c88e227a56c098985bf2dfd42d47
1,generic,128,skip-3,32768,10,21,6.740041,6.498916,6.63,7.05375,6.483042,6.748042,3.5775004929495258,a65b10af2f1f7b5f6af07a0564c46c99b78658db1eff6be0ab88f8e6a69dbebf
1,generic,128,skip-3,131072,10,21,25.388,25.739333,25.248375,25.599875,25.635417,25.961834,-1.3838545769655042,fa97bf3ce82548e53cdff6c944b62d23d585ff8c0e3b505535c7af9e7406f134
1,generic,128,skip-3,524288,10,21,99.4565,101.086375,98.948166,101.986917,100.910208,101.59475,-1.638781778968701,59b4d3df96057a7980b76e69de61f37a3dde0a33579ab1856560806836a4e9b8
1,generic,128,skip-4,4096,10,21,1.845791,1.12525,1.810708,1.962459,1.121792,1.130334,39.03697655910122,3d591372b0d50b180da20efe3cadf3a1fe1558cbe05e04fb02be766af83d63f9
1,generic,128,skip-4,32768,10,21,12.45475,8.792208,12.315417,12.568834,8.754375,9.002875,29.406788574640196,f14961b72f39347632ee8beaf43fc5b8a86c8bfe29d16ec59c34e38d2e99e936
1,generic,128,skip-4,131072,10,21,48.691625,35.182667,48.495458,48.97425,35.092875,35.283166,27.7439046242552,803491efa5dbeb1dc572af1cc0d3bacf67d1db0a7bd298704b79c8951ae24272
1,generic,128,skip-4,524288,10,21,191.965375,139.259416,190.921083,197.145458,139.073,139.894167,27.455971682393244,fbee0b0eb9cf2c9456dcbfc684e9ff18ec671cd9d3ee639e113211599af067ab
1,production,32,ordinary,4096,10,21,0.225833,0.223167,0.225041,0.230667,0.221625,0.228958,1.1805183476285563,8bae746bd5cf8ce2a0f428447f7ab25c20b45e08876b836ef376c8f6424d1b90
1,production,32,ordinary,32768,10,21,0.8365,0.855334,0.79525,0.872584,0.803541,0.919375,-2.2515242080095588,65b43e77c0870f564fbd571e56bf0758915a88a585e0c6ee14f7025110463659
1,production,32,ordinary,131072,10,21,1.73275,1.886208,1.668583,1.803834,1.744833,2.081791,-8.856326648391288,c4da81217d99a6dceb8d923716c729771e4c6d194299e818920773f7d81d69cb
1,production,32,ordinary,524288,10,21,4.590917,4.730041,4.53,4.670666,4.590833,4.9225,-3.0304185416551777,0382fd3d25f8ced27fd3938342f3b888b13d5564b9c64178ccb19858745018c3
1,production,32,skip-1,4096,10,21,0.232125,0.235083,0.231209,0.234708,0.23375,0.236167,-1.2743134087237484,6d866468b5d4f6ebc6a4dc0026da6353ccfb442aa020d32f4f6e7b4a15e69910
1,production,32,skip-1,32768,10,21,0.860208,0.985459,0.812125,0.943667,0.915125,1.095417,-14.560548146494812,0ac1d78192b57fe08e567c3fd1e6917fd97e5bfdd2e5a8e5da842c4bb3ea8742
1,production,32,skip-1,131072,10,21,1.724292,2.174292,1.643958,1.903084,2.091625,2.304958,-26.097667912395337,ab581d4945469de1d9ae3a6b7c0a4b894783164f6b24efc81fcfec4f56ca4efe
1,production,32,skip-1,524288,10,21,4.753875,4.963792,4.578708,4.879458,4.845333,5.152834,-4.415702979148595,24809c7818ffff4f8df1575b8e783b70566dd05b7adb7582e94ed33a46089da6
1,production,32,skip-2,4096,10,21,0.154875,0.157,0.154125,0.158667,0.156375,0.159625,-1.3720742534301777,d6494b56a98e1a35aad0d2a13c13e3e389b10c4dee26ce9759414b9183d0323c
1,production,32,skip-2,32768,10,21,0.678167,0.815166,0.641916,0.772667,0.745667,0.88475,-20.201366330122216,a007bb5b83685a8926668f33802be8fd4e1b44320c613b1ab398489a0cfa2004
1,production,32,skip-2,131072,10,21,1.311167,1.608458,1.221458,1.437375,1.5125,1.723292,-22.67377077061885,2454921d11c1720c47dfb97a37b5b894ced64c3bbd7834eabb6ffb5e8122b400
1,production,32,skip-2,524288,10,21,3.238209,3.435625,3.14,3.448834,3.259875,3.800583,-6.096456405377171,0fece4defea8873e0736264203d69c1c913a682bc51c7bfc185bba16a5dd7fb1
1,production,32,skip-3,4096,10,21,0.137834,0.1395,0.137208,0.139542,0.137666,0.140583,-1.208700320675593,ba7c17a0402e518208c74d4136bf190e5d7b06d6cd72d634d927c24b67269ab6
1,production,32,skip-3,32768,10,21,0.48975,0.58675,0.470459,0.53575,0.516625,0.620875,-19.80602348136804,96d7c0db819de2cc61c7a8e8471fa96532492eb8e8aacbcc14d49cc8de01a54c
1,production,32,skip-3,131072,10,21,1.067958,1.247209,1.030375,1.224208,1.18475,1.339875,-16.784461561222443,13812615cd0c2ff4f109941538d3ffba64e912170774047c3fd75c5460ab381e
1,production,32,skip-3,524288,10,21,2.630166,2.747958,2.608584,2.745542,2.658459,2.895083,-4.478500596540291,2e1257bbcd1922825b9e6abcb1c80ea4b8866f2e86813743062da99b56076b3e
1,production,32,skip-4,4096,10,21,0.154792,0.155875,0.153791,0.156375,0.155,0.157209,-0.6996485606491243,fafe7ef004da705c145234067e65258e09c2d6b20286c5672726e89dd6167150
1,production,32,skip-4,32768,10,21,0.954084,0.961708,0.948708,0.958875,0.955791,0.975167,-0.7990910653569383,0344bf7f3dd508e40cab31c62ba0f50c3eef7e75722b97fdbbbb4f84f1672aad
1,production,32,skip-4,131072,10,21,1.063875,1.26625,0.993792,1.162542,1.201459,1.39575,-19.02244154623429,2ff24df9a6a8a1b11a596620a6972a3e46d9af6f5f668c94779b0171fa095e5f
1,production,32,skip-4,524288,10,21,2.721208,2.822666,2.649583,2.887292,2.677708,2.942458,-3.7284176733274332,50933ac2f42ee7063a1b7345ed0a1dfc324b62ddda3ed200babb8a5bfbae1a88
1,production,64,ordinary,4096,10,21,0.258209,0.257125,0.257292,0.260084,0.254417,0.261417,0.4198149561014497,11eec3bd311e94ad5a46f4630b8a4aea34690027a020527490a9d77d5b3d24fc
1,production,64,ordinary,32768,10,21,0.866459,0.904666,0.821333,0.918,0.862375,0.972916,-4.409556597600117,c4ac8de333f6ef594a8b5c023d54d578115e712ae88fc59c52bef88c4d9c6d98
1,production,64,ordinary,131072,10,21,1.871458,2.194333,1.820458,1.994334,2.143458,2.31625,-17.25259129512926,89e7344d07b0aed0e11c0cf5c1aa4f3efade1777959a7d5179208dae18cf3ea4
1,production,64,ordinary,524288,10,21,5.092209,5.330541,4.925334,5.219459,5.227417,5.530583,-4.680326357382425,e4fd0f92f15a645d9eb26968c6e2222545833ce58d3d71ec830740f7bbb0ab3c
1,production,64,skip-1,4096,10,21,0.628959,0.667833,0.592375,0.696666,0.621417,0.741041,-6.180689043323961,67a37cbe780f8c93de7dc17e73023213f8ef89a81304c866ab1fae9dde4fce51
1,production,64,skip-1,32768,10,21,2.801083,2.9905,2.758625,2.973417,2.917292,3.128417,-6.762277304885278,6d26f59b414ddd97d263083a6817f7e43c164dc02931d6e5d633294a78c62e6d
1,production,64,skip-1,131072,10,21,9.275667,9.549459,9.027125,9.573708,9.444291,9.763208,-2.95172304051019,26c53fb2e4a5d007d1650be850289020d36354f90e23a3edf15c5415c67a326a
1,production,64,skip-1,524288,10,21,32.810708,33.835417,32.464875,33.142834,33.239875,34.129167,-3.123093229198215,f8ea0e40d159976fd73215e1aeffd7c606b1bb09f13fb699b3b528f8ecbe0b80
1,production,64,skip-2,4096,10,21,0.808,0.839417,0.762667,0.870792,0.785917,0.914375,-3.8882425742574167,c13758a50c6bae7c9bf3d5e34d6035c10bb13ddfea8176ef052a8868ca101184
1,production,64,skip-2,32768,10,21,4.059791,4.09675,4.008584,4.147042,3.9925,4.193291,-0.9103670607674141,e6f8211b845acc669da637d51456aac2f2d04dc6c4f83a88ccf985288655b242
